images/american_bulldog_178.jpg,334,500,187,32,320,156,american_bulldog,0
images/american_bulldog_137.jpg,333,500,225,80,315,170,american_bulldog,0
images/american_bulldog_101.jpg,334,500,168,35,319,178,american_bulldog,0
images/american_bulldog_110.jpg,441,500,224,91,361,253,american_bulldog,0
images/american_bulldog_123.jpg,500,332,140,132,230,208,american_bulldog,0
images/american_bulldog_134.jpg,334,500,167,30,322,167,american_bulldog,0
images/american_bulldog_127.jpg,334,500,154,113,258,214,american_bulldog,0
images/american_bulldog_200.jpg,319,500,177,9,353,143,american_bulldog,0
images/american_bulldog_10.jpg,334,500,103,47,330,268,american_bulldog,0
images/american_bulldog_106.jpg,500,325,4,10,160,153,american_bulldog,0
images/american_bulldog_119.jpg,500,334,133,80,256,188,american_bulldog,0
images/american_bulldog_192.jpg,406,500,67,125,237,358,american_bulldog,0
images/american_bulldog_183.jpg,333,500,146,115,286,225,american_bulldog,0
images/american_bulldog_168.jpg,375,500,15,116,309,282,american_bulldog,0
images/american_bulldog_14.jpg,376,500,92,22,369,343,american_bulldog,0
images/american_bulldog_189.jpg,500,334,54,94,334,305,american_bulldog,0
images/american_bulldog_158.jpg,333,500,1,1,386,331,american_bulldog,0
images/american_bulldog_132.jpg,500,375,20,78,375,379,american_bulldog,0
images/american_bulldog_152.jpg,334,500,133,12,423,301,american_bulldog,0
images/american_bulldog_107.jpg,500,376,87,68,272,224,american_bulldog,0
images/american_bulldog_185.jpg,333,500,128,22,438,268,american_bulldog,0
images/american_bulldog_182.jpg,375,500,65,12,380,350,american_bulldog,0
images/american_bulldog_125.jpg,465,500,82,11,359,234,american_bulldog,0
images/american_bulldog_184.jpg,333,500,121,64,365,314,american_bulldog,0
images/american_bulldog_11.jpg,375,500,154,66,326,253,american_bulldog,0
images/american_bulldog_120.jpg,334,500,105,63,257,194,american_bulldog,0
images/american_bulldog_117.jpg,500,375,86,68,257,222,american_bulldog,0
images/american_bulldog_113.jpg,333,500,169,15,445,245,american_bulldog,0
images/american_bulldog_103.jpg,500,375,126,119,237,226,american_bulldog,0
images/american_bulldog_153.jpg,384,500,43,3,472,333,american_bulldog,0
images/american_bulldog_191.jpg,333,500,126,67,266,152,american_bulldog,0
images/american_bulldog_190.jpg,375,500,137,62,391,293,american_bulldog,0
images/american_bulldog_118.jpg,500,375,134,207,328,393,american_bulldog,0
images/american_bulldog_164.jpg,375,500,117,77,182,194,american_bulldog,0
images/american_bulldog_116.jpg,500,375,152,37,293,167,american_bulldog,0
images/american_bulldog_138.jpg,500,333,66,189,224,315,american_bulldog,0
images/american_bulldog_146.jpg,500,375,24,113,366,388,american_bulldog,0
images/american_bulldog_131.jpg,376,500,84,104,322,320,american_bulldog,0
images/american_bulldog_181.jpg,334,500,122,31,356,247,american_bulldog,0
images/american_bulldog_114.jpg,375,500,128,52,295,206,american_bulldog,0
images/american_bulldog_143.jpg,333,500,223,24,485,250,american_bulldog,0
images/american_bulldog_196.jpg,323,500,124,13,428,249,american_bulldog,0
images/american_bulldog_126.jpg,500,353,123,8,279,153,american_bulldog,0
